date_filed,decision_date,filing_year,filing_month,filing_month_name,disposal_year,case_type,case_type_label,court_number,court_name,disposal_days,disposal_years,speed_tier,speed_tier_order,outcome_bucket,nature_of_disposal_binary,case_status
2015-02-19,2016-12-15,2015,2,Feb,2016,MFA,Motor Accident Appeal (MFA),1048,Principal Bench at Bengaluru,665,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2015-09-01,2019-03-14,2015,9,Sep,2019,MFA,Motor Accident Appeal (MFA),1411,Principal Bench at Bengaluru,1290,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-09-01,2019-03-14,2015,9,Sep,2019,MFA,Motor Accident Appeal (MFA),1411,Principal Bench at Bengaluru,1290,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-09-01,2019-03-14,2015,9,Sep,2019,MFA,Motor Accident Appeal (MFA),1411,Principal Bench at Bengaluru,1290,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-01-23,2017-02-20,2015,1,Jan,2017,MFA,Motor Accident Appeal (MFA),1175,Principal Bench at Bengaluru,759,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2015-01-13,2016-09-15,2015,1,Jan,2016,MFA,Motor Accident Appeal (MFA),1049,Principal Bench at Bengaluru,611,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-31,2016-07-14,2015,12,Dec,2016,MFA,Motor Accident Appeal (MFA),669,Principal Bench at Bengaluru,196,0.5,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-29,2016-01-11,2015,12,Dec,2016,MFA,Motor Accident Appeal (MFA),302,Principal Bench at Bengaluru,13,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-29,2015-12-30,2015,12,Dec,2015,MFA,Motor Accident Appeal (MFA),1072,Principal Bench at Bengaluru,1,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-29,2017-01-01,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1174,Principal Bench at Bengaluru,369,1.0,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-23,2016-07-24,2015,12,Dec,2016,MFA,Motor Accident Appeal (MFA),596,Principal Bench at Bengaluru,214,0.6,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-21,2015-12-30,2015,12,Dec,2015,MFA,Motor Accident Appeal (MFA),1072,Principal Bench at Bengaluru,9,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-21,2016-01-18,2015,12,Dec,2016,MFA,Motor Accident Appeal (MFA),302,Principal Bench at Bengaluru,28,0.1,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-21,2015-12-30,2015,12,Dec,2015,MFA,Motor Accident Appeal (MFA),1072,Principal Bench at Bengaluru,9,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-21,2015-12-30,2015,12,Dec,2015,MFA,Motor Accident Appeal (MFA),1072,Principal Bench at Bengaluru,9,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-21,2019-01-23,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1352,Principal Bench at Bengaluru,1129,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-19,2017-08-01,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1198,Principal Bench at Bengaluru,591,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2018-09-07,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,993,2.7,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-19,2017-03-30,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1173,Principal Bench at Bengaluru,467,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-08-01,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1198,Principal Bench at Bengaluru,591,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2020-10-19,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1766,4.8,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2015-12-19,2017-02-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,417,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-01-03,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,381,1.0,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-12-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,720,2.0,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2018-09-07,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,993,2.7,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-19,2019-12-08,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1287,Principal Bench at Bengaluru,1450,4.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-19,2020-01-09,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,1482,4.1,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-19,2020-12-21,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1829,5.0,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2015-12-19,2017-11-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,689,1.9,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2019-07-12,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1301,3.6,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-19,2019-12-13,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1455,4.0,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2015-12-19,2017-10-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,659,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2018-02-09,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,783,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-19,2018-07-13,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,937,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-19,2019-12-08,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1287,Principal Bench at Bengaluru,1450,4.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-19,2017-11-02,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,684,1.9,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2020-01-21,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,1494,4.1,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-19,2018-12-07,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1084,3.0,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-19,2019-12-13,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1455,4.0,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2015-12-19,2016-06-13,2015,12,Dec,2016,MFA,Motor Accident Appeal (MFA),669,Principal Bench at Bengaluru,177,0.5,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-19,2016-06-13,2015,12,Dec,2016,MFA,Motor Accident Appeal (MFA),669,Principal Bench at Bengaluru,177,0.5,Fast (under 1 year),1,Data Not Available,,Disposed
2015-12-19,2017-02-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,417,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2020-12-15,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1823,5.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-19,2017-02-26,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,435,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-09-06,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1221,Principal Bench at Bengaluru,627,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2019-06-24,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1373,Principal Bench at Bengaluru,1283,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-19,2019-06-24,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1373,Principal Bench at Bengaluru,1283,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-19,2019-06-24,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1373,Principal Bench at Bengaluru,1283,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-19,2017-08-28,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1226,Principal Bench at Bengaluru,618,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2018-01-09,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),1180,Principal Bench at Bengaluru,752,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-19,2017-02-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,417,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-07-10,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1048,Principal Bench at Bengaluru,569,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-08-31,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),633,Principal Bench at Bengaluru,621,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-06-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),720,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-01-12,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,390,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-02-09,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,418,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-19,2017-02-09,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,418,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-08-02,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1050,Principal Bench at Bengaluru,593,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-01-03,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,382,1.0,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-01-09,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1198,Principal Bench at Bengaluru,1118,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2017-05-30,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,529,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-06-06,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-15,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,425,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-15,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,453,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-01-23,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,402,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-06,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,416,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-01-03,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,382,1.0,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-15,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,453,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-14,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,424,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-15,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,453,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2018-09-07,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,994,2.7,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2017-03-15,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,453,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-30,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1173,Principal Bench at Bengaluru,468,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-14,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,424,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-06,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,416,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-08-28,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,619,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-08-02,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1050,Principal Bench at Bengaluru,593,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-08-02,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1050,Principal Bench at Bengaluru,593,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-06-06,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-12-18,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1463,Principal Bench at Bengaluru,1461,4.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2017-08-02,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1050,Principal Bench at Bengaluru,593,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-14,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,424,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-29,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1173,Principal Bench at Bengaluru,467,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-08-29,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,620,1.7,Medium (1–2 years),2,Dismissed / Rejected,Contested,Disposed
2015-12-18,2017-01-17,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,396,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2020-12-18,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1827,5.0,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2015-12-18,2018-02-28,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,803,2.2,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2018-02-09,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,784,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2020-10-13,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1761,4.8,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2020-12-20,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1352,Principal Bench at Bengaluru,1829,5.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2018-05-29,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,893,2.4,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2018-09-07,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,994,2.7,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2017-06-12,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1173,Principal Bench at Bengaluru,542,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-30,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1173,Principal Bench at Bengaluru,468,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-03-17,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1409,Principal Bench at Bengaluru,1185,3.2,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2017-10-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,660,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-12-08,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1287,Principal Bench at Bengaluru,1451,4.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2017-10-13,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,665,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-04-26,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,495,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-04-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,476,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-07-12,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1302,3.6,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2017-02-10,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,420,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-10,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,420,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-02-10,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,420,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2018-02-09,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,784,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2018-04-21,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,855,2.3,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2017-07-07,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,567,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-07-12,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1302,3.6,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2020-09-24,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1597,Principal Bench at Bengaluru,1742,4.8,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2017-07-30,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1128,Principal Bench at Bengaluru,590,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-10-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,660,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2018-10-09,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),1339,Principal Bench at Bengaluru,1026,2.8,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2020-11-19,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1798,4.9,Very Slow (3+ years),4,Allowed & Remanded to Lower Court,Contested,Disposed
2015-12-18,2017-11-16,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,699,1.9,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2018-04-05,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),1576,Principal Bench at Bengaluru,839,2.3,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2019-11-27,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1287,Principal Bench at Bengaluru,1440,3.9,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2017-01-17,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,396,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-04-26,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,495,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-01-15,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,394,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2020-06-21,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1579,Principal Bench at Bengaluru,1647,4.5,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2018-04-03,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,837,2.3,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2019-07-07,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),1180,Principal Bench at Bengaluru,1297,3.6,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2019-06-19,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1279,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2019-06-19,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1279,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2019-06-19,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1279,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2019-06-19,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1279,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2017-07-03,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1128,Principal Bench at Bengaluru,563,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2019-06-19,2015,12,Dec,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1279,3.5,Very Slow (3+ years),4,Data Not Available,,Disposed
2015-12-18,2020-02-10,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,1515,4.1,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2017-12-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,721,2.0,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-10-13,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,665,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2018-04-21,2015,12,Dec,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,855,2.3,Slow (2–3 years),3,Data Not Available,,Disposed
2015-12-18,2020-02-12,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,1517,4.2,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2020-12-21,2015,12,Dec,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1830,5.0,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2015-12-18,2017-08-16,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,607,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-03-08,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,446,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2015-12-18,2017-08-28,2015,12,Dec,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,619,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
