date_filed,decision_date,filing_year,filing_month,filing_month_name,disposal_year,case_type,case_type_label,court_number,court_name,disposal_days,disposal_years,speed_tier,speed_tier_order,outcome_bucket,nature_of_disposal_binary,case_status
2016-06-20,2017-03-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,261,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-20,2017-04-16,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1210,Principal Bench at Bengaluru,300,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-20,2019-12-13,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1271,3.5,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-20,2019-12-13,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1271,3.5,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-20,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,291,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-20,2016-06-28,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),669,Principal Bench at Bengaluru,8,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-20,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,291,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-20,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,291,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-18,2018-07-18,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,760,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-18,2017-09-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,447,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-18,2018-10-03,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,837,2.3,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-18,2018-09-07,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,811,2.2,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-18,2016-10-18,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),1047,Principal Bench at Bengaluru,122,0.3,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-18,2020-12-18,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1644,4.5,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-18,2020-03-02,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1456,Principal Bench at Bengaluru,1353,3.7,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-18,2017-08-11,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,419,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-17,2019-01-08,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1176,Principal Bench at Bengaluru,935,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-17,2018-09-25,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1283,Principal Bench at Bengaluru,830,2.3,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-17,2017-02-10,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,238,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-17,2018-04-21,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,673,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-17,2018-02-25,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,618,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-17,2017-11-12,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,513,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-17,2017-03-10,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,266,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-17,2019-06-03,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,1081,3.0,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-17,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,294,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-17,2019-04-10,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1352,Principal Bench at Bengaluru,1027,2.8,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-17,2018-04-21,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,673,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-17,2018-11-18,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1285,Principal Bench at Bengaluru,884,2.4,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-17,2019-09-16,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1176,Principal Bench at Bengaluru,1186,3.2,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-16,2020-02-17,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1515,Principal Bench at Bengaluru,1341,3.7,Very Slow (3+ years),4,Dismissed / Rejected,Contested,Disposed
2016-06-16,2016-08-02,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),633,Principal Bench at Bengaluru,47,0.1,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-16,2018-12-13,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1285,Principal Bench at Bengaluru,910,2.5,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-16,2017-10-13,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,484,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-16,2020-09-20,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1597,Principal Bench at Bengaluru,1557,4.3,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-16,2020-03-12,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1521,Principal Bench at Bengaluru,1365,3.7,Very Slow (3+ years),4,Dismissed / Rejected,Contested,Disposed
2016-06-16,2019-06-17,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1373,Principal Bench at Bengaluru,1096,3.0,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-16,2019-03-08,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,995,2.7,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-16,2016-11-20,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,157,0.4,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-16,2018-03-06,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,628,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-16,2017-02-10,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,239,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-16,2017-09-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,449,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-16,2017-12-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,540,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-16,2018-11-26,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1353,Principal Bench at Bengaluru,893,2.4,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-16,2020-11-03,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1601,Principal Bench at Bengaluru,1601,4.4,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-15,2017-03-12,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,270,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-15,2018-02-09,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,604,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-15,2017-02-10,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,240,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-15,2020-09-24,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1597,Principal Bench at Bengaluru,1562,4.3,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-15,2019-07-12,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1122,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-15,2016-06-20,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),669,Principal Bench at Bengaluru,5,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-15,2018-03-06,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,629,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-15,2018-03-08,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,631,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-15,2017-06-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1198,Principal Bench at Bengaluru,358,1.0,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-15,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,296,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-15,2019-02-05,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1176,Principal Bench at Bengaluru,965,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-15,2016-12-14,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),1009,Principal Bench at Bengaluru,182,0.5,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-14,2019-01-03,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1009,Principal Bench at Bengaluru,933,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-14,2019-01-03,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1009,Principal Bench at Bengaluru,933,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-14,2019-01-03,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1009,Principal Bench at Bengaluru,933,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-14,2019-01-03,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1009,Principal Bench at Bengaluru,933,2.6,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-14,2017-07-03,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1048,Principal Bench at Bengaluru,384,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2018-01-23,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1243,Principal Bench at Bengaluru,588,1.6,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,297,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-14,2016-06-27,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),669,Principal Bench at Bengaluru,13,0.0,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-14,2016-10-27,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,135,0.4,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-14,2018-03-05,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,629,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2018-07-23,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,769,2.1,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-14,2017-11-21,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),653,Principal Bench at Bengaluru,525,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2017-09-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,451,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2017-09-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,451,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2017-03-09,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),769,Principal Bench at Bengaluru,268,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-14,2017-11-12,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,516,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-14,2019-07-12,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1123,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-14,2019-04-21,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1508,Principal Bench at Bengaluru,1041,2.9,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-14,2019-07-12,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1123,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-13,2020-10-14,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1584,4.3,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-13,2016-08-01,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),596,Principal Bench at Bengaluru,49,0.1,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2019-09-26,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1352,Principal Bench at Bengaluru,1200,3.3,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-13,2017-01-15,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,216,0.6,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2016-11-11,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,151,0.4,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,389,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,298,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2017-03-10,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,270,0.7,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2016-11-11,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,151,0.4,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2016-11-11,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,151,0.4,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2017-01-05,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1048,Principal Bench at Bengaluru,206,0.6,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-13,2017-11-23,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,528,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2017-11-23,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,528,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2017-11-23,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,528,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2017-10-30,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,504,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2018-08-30,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1328,Principal Bench at Bengaluru,808,2.2,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-13,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,389,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,389,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2019-07-16,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1048,Principal Bench at Bengaluru,1128,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-13,2019-12-13,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1278,3.5,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-13,2017-11-28,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,533,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-13,2019-03-21,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1352,Principal Bench at Bengaluru,1011,2.8,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-10,2018-03-05,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,633,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2017-11-28,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1248,Principal Bench at Bengaluru,536,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2017-11-26,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,534,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2017-12-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,546,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2019-09-13,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1190,3.3,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-10,2018-12-07,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,910,2.5,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-10,2017-09-13,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,460,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2018-04-01,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,660,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2017-11-27,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,535,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2020-12-06,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1391,Principal Bench at Bengaluru,1640,4.5,Very Slow (3+ years),4,Partly Allowed,Contested,Disposed
2016-06-10,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,392,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,392,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-10,2017-12-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,546,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-09-20,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1474,Principal Bench at Bengaluru,468,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,393,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,393,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-06-21,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1048,Principal Bench at Bengaluru,377,1.0,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2018-04-21,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,681,1.9,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2018-06-10,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1286,Principal Bench at Bengaluru,731,2.0,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-09,2017-11-20,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,529,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-11-19,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,528,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2018-11-29,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1353,Principal Bench at Bengaluru,903,2.5,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-09,2017-07-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,393,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2020-06-23,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1522,Principal Bench at Bengaluru,1475,4.0,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-09,2017-09-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,456,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-08-11,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,428,1.2,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2017-12-03,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,542,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2018-09-07,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,820,2.2,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-09,2017-09-13,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),1063,Principal Bench at Bengaluru,461,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-09,2018-03-06,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,635,1.7,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2017-10-30,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,509,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2018-03-11,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1179,Principal Bench at Bengaluru,641,1.8,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2016-08-07,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),596,Principal Bench at Bengaluru,60,0.2,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-08,2018-12-04,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1366,Principal Bench at Bengaluru,909,2.5,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-08,2018-04-21,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,682,1.9,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2018-09-07,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,821,2.2,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-08,2019-09-17,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1506,Principal Bench at Bengaluru,1196,3.3,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-08,2020-02-17,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),1506,Principal Bench at Bengaluru,1349,3.7,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-08,2017-07-17,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,404,1.1,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2020-12-18,2016,6,Jun,2020,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,1654,4.5,Very Slow (3+ years),4,Disposed (manner unspecified),Contested,Disposed
2016-06-08,2017-10-30,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,509,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2018-08-08,2016,6,Jun,2018,MFA,Motor Accident Appeal (MFA),1318,Principal Bench at Bengaluru,791,2.2,Slow (2–3 years),3,Data Not Available,,Disposed
2016-06-08,2017-10-26,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,505,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2017-10-26,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,505,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2016-10-25,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,139,0.4,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-08,2016-08-31,2016,6,Jun,2016,MFA,Motor Accident Appeal (MFA),1049,Principal Bench at Bengaluru,84,0.2,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-08,2019-07-01,2016,6,Jun,2019,MFA,Motor Accident Appeal (MFA),1050,Principal Bench at Bengaluru,1118,3.1,Very Slow (3+ years),4,Data Not Available,,Disposed
2016-06-08,2017-09-08,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,457,1.3,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2017-04-07,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),200,Principal Bench at Bengaluru,303,0.8,Fast (under 1 year),1,Data Not Available,,Disposed
2016-06-08,2017-11-21,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,531,1.5,Medium (1–2 years),2,Data Not Available,,Disposed
2016-06-08,2017-11-14,2016,6,Jun,2017,MFA,Motor Accident Appeal (MFA),598,Principal Bench at Bengaluru,524,1.4,Medium (1–2 years),2,Data Not Available,,Disposed
